"experiment_id","run_id","mode","step","year","month","rows_in","rows_out","bytes_in_mb","bytes_out_mb","wall_sec","shuffle_read_mb","shuffle_write_mb","spark_conf","partitions_in","partitions_out_planned","files_out","files_in","write_sec","merge_sec","tasks_total","stages","disk_spill_mb","memory_spill_mb","gc_time_ms","executor_run_time_ms","skew_factor","wal_bytes_mb","table_bytes_mb","index_bytes_mb","copy_sec_sum","copy_sec_max","analyze_sec","copy_throughput_mib_s","copy_throughput_rows_s","details","created_at"
E1_aqe_off,manual__2025-11-02T17:23:20+01:00,optimized,bronze,2021,1,1369749,1369749,175.693,25.277,18.361171513000045,0.0,0.0,"{""aqe"": false, ""parquet_codec"": ""snappy"", ""broadcast_small"": true, ""shuffle_partitions"": 64, ""max_partition_bytes"": 134217728, ""target_files_per_month"": 1}",8,1,1,,,,11,4,0.0,0.0,583,19223,6.988659,,,,,,,,,"{""app_id"": ""local-1762100630335"", ""dataset"": ""m6nq-qud6"", ""eventlog_dir"": ""/opt/etl/data/_spark_eventlog""}",2025-11-02 16:24:14.488
E1_aqe_off,manual__2025-11-02T17:23:20+01:00,optimized,silver_prep,2021,1,1369749,1369749,25.277,115.265,44.30300164222717,0.001,0.001,"{""aqe"": false, ""parquet_codec"": ""snappy"", ""broadcast_small"": false, ""shuffle_partitions"": 64, ""max_partition_bytes"": 134217728, ""target_files_per_month"": 1}",7,1,1,,,,18,6,0.0,0.0,1634,41651,7.467768,,,,,,,,,"{""app_id"": ""local-1762100660123"", ""eventlog_dir"": ""/opt/etl/data/_spark_eventlog""}",2025-11-02 16:25:10.131
E1_aqe_off,manual__2025-11-02T17:23:20+01:00,optimized,silver_join,2021,1,1369749,1369749,115.285,119.947,28.99062728881836,0.046,0.031,"{""aqe"": false, ""parquet_codec"": ""snappy"", ""broadcast_small"": true, ""shuffle_partitions"": 64, ""max_partition_bytes"": 134217728, ""disable_auto_broadcast"": false}",,,,,,,487,25,0.0,0.0,2204,35614,254.589937,,,,,,,,,"{""app_id"": ""local-1762100736270"", ""out_dir"": ""/opt/etl/data/silver_wide/s3/exp=E1_aqe_off/trial=1/year=2021/month=1"", ""facts_dir"": ""/opt/etl/data/silver/s3/exp=E1_aqe_off/trial=1/year=2021/month=1"", ""zones_path"": ""/opt/etl/data/ref/zones/zones.parquet"", ""dimdate_path"": ""/opt/etl/data/ref/dim_date/dim_date.parquet"", ""eventlog_dir"": ""/opt/etl/data/_spark_eventlog"", ""vendors_path"": ""/opt/etl/data/ref/vendor/vendor.parquet"", ""payments_path"": ""/opt/etl/data/ref/payment_type/payment_type.parquet"", ""ratecodes_path"": ""/opt/etl/data/ref/ratecode/ratecode.parquet"", ""storeflag_path"": ""/opt/etl/data/ref/store_flag/store_flag.parquet""}",2025-11-02 16:26:10.523
E1_aqe_off,manual__2025-11-02T17:23:20+01:00,optimized,export,2021,1,1369749,1369749,115.265,268.793,25.164586305618286,0.0,0.0,"{""writer"": ""single_csv"", ""measure_rows"": true, ""target_files_per_month"": 1}",8,1,1,,17.10692024230957,2.15354061126709,11,4,0.0,0.0,574,18466,9.76037,,,,,,,,,"",2025-11-02 16:27:03.900
E1_aqe_off,manual__2025-11-02T17:23:20+01:00,optimized,dwh_single,2021,1,1369749,1369749,268.793,,96.326,,,"{""loader"": ""single_copy""}",,,,,,,,,,,,,,865.899,357.305,97.555,,,,2.79044,14219.871463,"",2025-11-02 16:28:51.683
E1_aqe_on,manual__2025-11-02T17:29:18+01:00,optimized,bronze,2021,1,1369749,1369749,175.693,25.277,18.932708354999704,0.0,0.0,"{""aqe"": true, ""parquet_codec"": ""snappy"", ""broadcast_small"": true, ""shuffle_partitions"": 64, ""max_partition_bytes"": 134217728, ""target_files_per_month"": 1}",8,1,1,,,,11,4,0.0,0.0,402,19270,7.222782,,,,,,,,,"{""app_id"": ""local-1762100986066"", ""dataset"": ""m6nq-qud6"", ""eventlog_dir"": ""/opt/etl/data/_spark_eventlog""}",2025-11-02 16:30:11.790
E1_aqe_on,manual__2025-11-02T17:29:18+01:00,optimized,silver_prep,2021,1,1369749,1369749,25.277,115.265,42.740081787109375,0.001,0.001,"{""aqe"": true, ""parquet_codec"": ""snappy"", ""broadcast_small"": false, ""shuffle_partitions"": 64, ""max_partition_bytes"": 134217728, ""target_files_per_month"": 1}",7,1,1,,,,32,8,0.0,0.0,1445,39298,13.196397,,,,,,,,,"{""app_id"": ""local-1762101017463"", ""eventlog_dir"": ""/opt/etl/data/_spark_eventlog""}",2025-11-02 16:31:02.622
E1_aqe_on,manual__2025-11-02T17:29:18+01:00,optimized,silver_join,2021,1,1369749,1369749,115.285,119.947,24.52393078804016,0.046,0.031,"{""aqe"": true, ""parquet_codec"": ""snappy"", ""broadcast_small"": true, ""shuffle_partitions"": 64, ""max_partition_bytes"": 134217728, ""disable_auto_broadcast"": false}",,,,,,,46,25,0.0,0.0,895,24202,29.547806,,,,,,,,,"{""app_id"": ""local-1762101088138"", ""out_dir"": ""/opt/etl/data/silver_wide/s3/exp=E1_aqe_on/trial=1/year=2021/month=1"", ""facts_dir"": ""/opt/etl/data/silver/s3/exp=E1_aqe_on/trial=1/year=2021/month=1"", ""zones_path"": ""/opt/etl/data/ref/zones/zones.parquet"", ""dimdate_path"": ""/opt/etl/data/ref/dim_date/dim_date.parquet"", ""eventlog_dir"": ""/opt/etl/data/_spark_eventlog"", ""vendors_path"": ""/opt/etl/data/ref/vendor/vendor.parquet"", ""payments_path"": ""/opt/etl/data/ref/payment_type/payment_type.parquet"", ""ratecodes_path"": ""/opt/etl/data/ref/ratecode/ratecode.parquet"", ""storeflag_path"": ""/opt/etl/data/ref/store_flag/store_flag.parquet""}",2025-11-02 16:31:58.595
E1_aqe_on,manual__2025-11-02T17:29:18+01:00,optimized,export,2021,1,1369749,1369749,115.265,267.487,25.157838821411133,0.0,0.0,"{""writer"": ""single_csv"", ""measure_rows"": true, ""target_files_per_month"": 1}",8,1,1,,16.719948768615723,2.34946608543396,11,4,0.0,0.0,464,18166,9.664813,,,,,,,,,"",2025-11-02 16:32:49.372
E1_aqe_on,manual__2025-11-02T17:29:18+01:00,optimized,dwh_single,2021,1,1369749,1369749,267.487,,93.609,,,"{""loader"": ""single_copy""}",,,,,,,,,,,,,,865.909,357.305,97.555,,,,2.857506,14632.736057,"",2025-11-02 16:34:41.420
